client_id,site_id,client_name,website,website_confidence,primary_carwash_type,classify_confidence,secondary_types,reasoning,is_express
weberwash_000038,2,Weber Wash & Lube,https://www.georgeweberchevy.com/weber-wash/,90,Unknown,0.2,,"The scraped text contains no identifiable information or markers related to car wash types, packages, or services. The page appears to be related to a website security process, specifically CAPTCHA verification. As such, no classification can be confidently determined for this car wash service.",Not Express
weberwash_000038,1,Weber Wash & Lube,https://www.georgeweberchevy.com/weber-wash/,90,Unknown,0.2,,"The scraped text provides no pertinent information about the type or services of the car wash due to access restrictions (403 Forbidden) and the lack of content on the page. There were no markers or keywords indicative of any specific classification type. Therefore, it is classified as Unknown with very low confidence.",Not Express
westchestercw_000036,1,Wash Industries,,0,Unknown,0.0,,no confident website found,Unknown
westchestercw_000036,2,Wash Industries,,0,Unknown,0.0,,no confident website found,Unknown
westchestercw_000036,3,Wash Industries,,0,Unknown,0.0,,no confident website found,Unknown
westchestercw_000036,4,Wash Industries,,0,Unknown,0.0,,no confident website found,Unknown
westchestercw_000036,5,Wash Industries,,0,Unknown,0.0,,no confident website found,Unknown
westchestercw_000036,6,Wash Industries,,0,Unknown,0.0,,no confident website found,Unknown
westchestercw_000036,7,Wash Industries,,0,Unknown,0.0,,no confident website found,Unknown
westchestercw_000036,9,Wash Industries,,0,Unknown,0.0,,no confident website found,Unknown
westchestercw_000036,10,Wash Industries,,0,Unknown,0.0,,no confident website found,Unknown
wishwashcw_000688,1,Wish Wash Car Wash,www.wishwashcarwash.com,95,Unknown,0.1,,"The scraped text from the website contains extensive information unrelated to car wash services, such as descriptions of industrial valves and business certifications, and does not mention key car wash-related keywords such as 'conveyor,' 'vacuum,' 'brushless,' 'unlimited membership,' 'self-serve,' 'hand wash,' or similar. It appears that the website is not related to a car wash business, and no specific markers of any car wash type were detected.",Unknown
wilsonway_000626,1,Wilson Way Chevron,,0,Unknown,0.0,,no confident website found,Unknown
winnemucca_000514,1,Winnemucca,,0,Unknown,0.0,,no confident website found,Unknown
yamatogas_000504,1,Finz Car Wash,www.finzcw.com,95,Unknown,0.0,,empty scrape,Unknown
zeecw_000808,1,Zee Car Wash,www.zeescarwash.com,95,Unknown,0.15,,"The scraped text lacks sufficient information about the type of car wash operations offered by Zee's Car Wash. The website mentions it is a car wash located in Edmonton, but does not provide any details about features such as tunnels, self-service bays, automatic washers, full service options, or other car wash attributes. Additionally, the website appears to be under development ('Coming Soon!'), which might explain the lack of detailed content. Until further details are provided, the classification remains Unknown.",Unknown
championxpresscw_000216,13,Champion Xpress CW,,0,Unknown,0.0,,no confident website found,Express
championxpresscw_000216,57,Champion Xpress CW,https://www.champxpress.com/,90,Unknown,0.2,,"The provided scraped text heavily focuses on policies such as return policy, privacy policy, terms and conditions, and general website terms. There is no mention of car wash types, operational details, or features associated with any specific car wash categories (e.g., Express Tunnel, Full Service, Self-Serve, etc.). Furthermore, the text does not contain any key markers like 'unlimited membership,' 'conveyor,' 'vacuum,' 'hand wash,' or 'touchless,' which would typically indicate a type of car wash. As a result, based on the lack of relevant information, the car wash type cannot be reliably classified.",Express
championxpresscw_000216,58,Champion Xpress CW,https://www.champxpress.com/,90,Unknown,0.1,,"The provided website text focuses entirely on legal, privacy, refund, and site usage policies without mentioning any specific details about the type of car wash service offered. No keywords or descriptions related to the types of car washes (e.g., Express Tunnel, Full Service, In-Bay Automatic, etc.) are present. As a result, the service type cannot be confidently classified from this information alone.",Express
sparkcw_000745,1,Spark Car Wash,www.sparkcarwash.com,95,Unknown,0.5,,"The scraped website text provides a list of locations and operating hours, but it lacks specific information about the services offered. Keywords like 'conveyor', 'membership', 'vacuum', 'interior cleaning', 'hand dry', 'pull into bay', 'coin-operated', 'manual spray wand', 'brushless', 'hand wash', 'detailing', or 'flex' are absent. Without explicit markers related to any particular car wash type, the classification remains inconclusive, and the type is set to Unknown.",Unknown
sparkcw_000745,3,Spark Car Wash,www.sparkcarwash.com,95,Unknown,0.5,,"The scraped website text provides a list of locations and operating hours, but it lacks specific information about the services offered. Keywords like 'conveyor', 'membership', 'vacuum', 'interior cleaning', 'hand dry', 'pull into bay', 'coin-operated', 'manual spray wand', 'brushless', 'hand wash', 'detailing', or 'flex' are absent. Without explicit markers related to any particular car wash type, the classification remains inconclusive, and the type is set to Unknown.",Unknown
sparkcw_000745,6,Spark Car Wash,www.sparkcarwash.com,95,Unknown,0.5,,"The scraped website text provides a list of locations and operating hours, but it lacks specific information about the services offered. Keywords like 'conveyor', 'membership', 'vacuum', 'interior cleaning', 'hand dry', 'pull into bay', 'coin-operated', 'manual spray wand', 'brushless', 'hand wash', 'detailing', or 'flex' are absent. Without explicit markers related to any particular car wash type, the classification remains inconclusive, and the type is set to Unknown.",Unknown
sparkcw_000745,7,Spark Car Wash,www.sparkcarwash.com,95,Unknown,0.5,,"The scraped website text provides a list of locations and operating hours, but it lacks specific information about the services offered. Keywords like 'conveyor', 'membership', 'vacuum', 'interior cleaning', 'hand dry', 'pull into bay', 'coin-operated', 'manual spray wand', 'brushless', 'hand wash', 'detailing', or 'flex' are absent. Without explicit markers related to any particular car wash type, the classification remains inconclusive, and the type is set to Unknown.",Unknown
sparkcw_000745,8,Spark Car Wash,www.sparkcarwash.com,95,Unknown,0.5,,"The scraped website text provides a list of locations and operating hours, but it lacks specific information about the services offered. Keywords like 'conveyor', 'membership', 'vacuum', 'interior cleaning', 'hand dry', 'pull into bay', 'coin-operated', 'manual spray wand', 'brushless', 'hand wash', 'detailing', or 'flex' are absent. Without explicit markers related to any particular car wash type, the classification remains inconclusive, and the type is set to Unknown.",Unknown
sparkcw_000745,9,Spark Car Wash,www.sparkcarwash.com,95,Unknown,0.5,,"The scraped website text provides a list of locations and operating hours, but it lacks specific information about the services offered. Keywords like 'conveyor', 'membership', 'vacuum', 'interior cleaning', 'hand dry', 'pull into bay', 'coin-operated', 'manual spray wand', 'brushless', 'hand wash', 'detailing', or 'flex' are absent. Without explicit markers related to any particular car wash type, the classification remains inconclusive, and the type is set to Unknown.",Unknown
southernoilstop_000713,1,Southern Oil Stop,https://oilstopinc.com/oil-change-medford-center/,90,Unknown,0.0,,"The provided text lacks relevant information about car wash services. It discusses unrelated content such as an image tracker probe and includes URLs that do not indicate any relevant car wash-related details or offerings. As such, the type of car wash cannot be determined from the given data.",Unknown
